"","TID"
"7489","2020100316-5"
"7490","2020100317-3"
"7491","2020100318-1"
"7492","2020100319-9"
"7493","2020100320-7"
"7494","2020100321-5"
"7495","2020100323-1"
"7496","2020100324-9"
"7497","2020100325-6"
"7498","2020100326-4"
"7499","2020100327-2"
"7500","2020100328-0"
"7501","2020100331-4"
"7502","2020100333-0"
"7503","2020100334-8"
"7504","2020100336-3"
"7505","2020100337-1"
"7506","2020100338-9"
"7507","2020100339-7"
"7508","2020100340-5"
"7509","2020100341-3"
"7510","2020100342-1"
"7511","2020100343-9"
"7512","2020100344-7"
"7513","2020100345-4"
"7514","2020100346-2"
"7515","2020100348-8"
"7516","2020100349-6"
"7517","2020100350-4"
"7518","2020100351-2"
"7519","2020100353-8"
"7520","2020100354-6"
"7521","2020100355-3"
"7522","2020100356-1"
"7523","2020100357-9"
"7524","2020100358-7"
"7525","2020100359-5"
"7526","2020100360-3"
"7527","2020100361-1"
"7528","2020100364-5"
"7529","2020100366-0"
"7530","2020100367-8"
"7531","2020100368-6"
"7532","2020100369-4"
"7533","2020100371-0"
"7534","2020100372-8"
"7535","2020100374-4"
"7536","2020100375-1"
"7537","2020100376-9"
"7538","2020100377-7"
"7539","2020100378-5"
"7540","2020100379-3"
"7541","2020100380-1"
"7542","2020100382-7"
"7543","2020100383-5"
"7544","2020100384-3"
"7545","2020100385-0"
"7546","2020100387-6"
"7547","2020100388-4"
"7548","2020100390-0"
"7549","2020100392-6"
"7550","2020100393-4"
"7551","2020100394-2"
"7552","2020100395-9"
"7553","2020100396-7"
"7554","2020100397-5"
"7555","2020100398-3"
"7556","2020100399-1"
"7557","2020100400-7"
"7558","2020100401-5"
"7559","2020100402-3"
"7560","2020100403-1"
"7561","2020100404-9"
"7562","2020100405-6"
"7563","2020100406-4"
"7564","2020100407-2"
"7565","2020100408-0"
"7566","2020100409-8"
"7567","2020100410-6"
"7568","2020100411-4"
"7569","2020100412-2"
"7570","2020100413-0"
"7571","2020100416-3"
"7572","2020100417-1"
"7573","2020100418-9"
"7574","2020100419-7"
"7575","2020100421-3"
"7576","2020100422-1"
"7577","2020100423-9"
"7578","2020100425-4"
"7579","2020100428-8"
"7580","2020100429-6"
"7581","2020100431-2"
"7582","2020100432-0"
"7583","2020100433-8"
"7584","2020100435-3"
"7585","2020100436-1"
"7586","2020100437-9"
"7587","2020100438-7"
"7588","2020100439-5"
"7589","2020100441-1"
"7590","2020100442-9"
"7591","2020100443-7"
"7592","2020100444-5"
"7593","2020100445-2"
"7594","2020100446-0"
"7595","2020100447-8"
"7596","2020100449-4"
"7597","2020100450-2"
"7598","2020100451-0"
"7599","2020100452-8"
"7600","2020100453-6"
"7601","2020100454-4"
"7602","2020100455-1"
"7603","2020100456-9"
"7604","2020100457-7"
"7605","2020100459-3"
"7606","2020100460-1"
"7607","2020100461-9"
"7608","2020100462-7"
"7609","2020100463-5"
"7610","2020100464-3"
"7611","2020100465-0"
"7612","2020100466-8"
"7613","2020100467-6"
"7614","2020100468-4"
"7615","2020100469-2"
"7616","2020100470-0"
"7617","2020100471-8"
"7618","2020100472-6"
"7619","2020100474-2"
"7620","2020100475-9"
"7621","2020100476-7"
"7622","2020100477-5"
"7623","2020100478-3"
"7624","2020100479-1"
"7625","2020100480-9"
"7626","2020100481-7"
"7627","2020100483-3"
"7628","2020100484-1"
"7629","2020100485-8"
"7630","2020100486-6"
"7631","2020100487-4"
"7632","2020100488-2"
"7633","2020100489-0"
"7634","2020100490-8"
"7635","2020100492-4"
"7636","2020100493-2"
"7637","2020100494-0"
"7638","2020100498-1"
"7639","2020100499-9"
"7640","2020100500-4"
"7641","2020100501-2"
"7642","2020100502-0"
"7643","2020100503-8"
"7644","2020100504-6"
"7645","2020100505-3"
"7646","2020100506-1"
"7647","2020100507-9"
"7648","2020100508-7"
"7649","2020100509-5"
"7650","2020100510-3"
"7651","2020100511-1"
"7652","2020100512-9"
"7653","2020100513-7"
"7654","2020100514-5"
"7655","2020100516-0"
"7656","2020100517-8"
"7657","2020100518-6"
"7658","2020100519-4"
"7659","2020100520-2"
"7660","2020100521-0"
"7661","2020100522-8"
"7662","2020100523-6"
"7663","2020100525-1"
"7664","2020100527-7"
"7665","2020100528-5"
"7666","2020100529-3"
"7667","2020100530-1"
"7668","2020100533-5"
"7669","2020100536-8"
"7670","2020100537-6"
"7671","2020100538-4"
"7672","2020100539-2"
"7673","2020100540-0"
"7674","2020100541-8"
"7675","2020100542-6"
"7676","2020100543-4"
"7677","2020100544-2"
"7678","2020100545-9"
"7679","2020100546-7"
"7680","2020100547-5"
"7681","2020100548-3"
"7682","2020100549-1"
"7683","2020100550-9"
"7684","2020100551-7"
"7685","2020100552-5"
"7686","2020100553-3"
"7687","2020100554-1"
"7688","2020100555-8"
"7689","2020100556-6"
"7690","2020100557-4"
"7691","2020100558-2"
"7692","2020100559-0"
"7693","2020100560-8"
"7694","2020100561-6"
"7695","2020100562-4"
"7696","2020100563-2"
"7697","2020100564-0"
"7698","2020100565-7"
"7699","2020100567-3"
"7700","2020100568-1"
"7701","2020100569-9"
"7702","2020100570-7"
"7703","2020100571-5"
"7704","2020100572-3"
"7705","2020100573-1"
"7706","2020100574-9"
"7707","2020100575-6"
"7708","2020100577-2"
"7709","2020100578-0"
"7710","2020100579-8"
"7711","2020100580-6"
"7712","2020100581-4"
"7713","2020100582-2"
"7714","2020100583-0"
"7715","2020100584-8"
"7716","2020100585-5"
"7717","2020100586-3"
"7718","2020100587-1"
"7719","2020100588-9"
"7720","2020100589-7"
"7721","2020100590-5"
"7722","2020100591-3"
"7723","2020100594-7"
"7724","2020100595-4"
"7725","2020100597-0"
"7726","2020100598-8"
"7727","2020100599-6"
"7728","2020100600-2"
"7729","2020100601-0"
"7730","2020100603-6"
"7731","2020100604-4"
"7732","2020100605-1"
"7733","2020100606-9"
"7734","2020100607-7"
"7735","2020100608-5"
"7736","2020100609-3"
"7737","2020100610-1"
"7738","2020100613-5"
"7739","2020100614-3"
"7740","2020100615-0"
"7741","2020100617-6"
"7742","2020100618-4"
"7743","2020100619-2"
"7744","2020100620-0"
"7745","2020100621-8"
"7746","2020100622-6"
"7747","2020100623-4"
"7748","2020100624-2"
"7749","2020100625-9"
"7750","2020100626-7"
"7751","2020100627-5"
"7752","2020100628-3"
"7753","2020100629-1"
"7754","2020100630-9"
"7755","2020100631-7"
"7756","2020100633-3"
"7757","2020100635-8"
"7758","2020100636-6"
"7759","2020100637-4"
"7760","2020100638-2"
"7761","2020100639-0"
"7762","2020100640-8"
"7763","2020100642-4"
"7764","2020100643-2"
"7765","2020100644-0"
"7766","2020100645-7"
"7767","2020100646-5"
"7768","2020100647-3"
"7769","2020100648-1"
"7770","2020100649-9"
"7771","2020100652-3"
"7772","2020100653-1"
"7773","2020100654-9"
"7774","2020100655-6"
"7775","2020100656-4"
"7776","2020100657-2"
"7777","2020100658-0"
"7778","2020100659-8"
"7779","2020100660-6"
"7780","2020100661-4"
"7781","2020100662-2"
"7782","2020100663-0"
"7783","2020100664-8"
"7784","2020100665-5"
"7785","2020100666-3"
"7786","2020100667-1"
"7787","2020100668-9"
"7788","2020100669-7"
"7789","2020100670-5"
"7790","2020100671-3"
"7791","2020100672-1"
"7792","2020100673-9"
"7793","2020100674-7"
"7794","2020100675-4"
"7795","2020100676-2"
"7796","2020100677-0"
"7797","2020100678-8"
"7798","2020100680-4"
"7799","2020100681-2"
"7800","2020100682-0"
"7801","2020100683-8"
"7802","2020100684-6"
"7803","2020100685-3"
"7804","2020100686-1"
"7805","2020100687-9"
"7806","2020100688-7"
"7807","2020100689-5"
"7808","2020100690-3"
"7809","2020100691-1"
"7810","2020100692-9"
"7811","2020100693-7"
"7812","2020100694-5"
"7813","2020100695-2"
"7814","2020100696-0"
"7815","2020100697-8"
"7816","2020100698-6"
"7817","2020100699-4"
"7818","2020100700-0"
"7819","2020100701-8"
"7820","2020100702-6"
"7821","2020100703-4"
"7822","2020100705-9"
"7823","2020100706-7"
"7824","2020100708-3"
"7825","2020100709-1"
"7826","2020100710-9"
"7827","2020100711-7"
"7828","2020100712-5"
"7829","2020100714-1"
"7830","2020100715-8"
"7831","2020100716-6"
"7832","2020100717-4"
"7833","2020100718-2"
"7834","2020100719-0"
"7835","2020100720-8"
"7836","2020100721-6"
"7837","2020100722-4"
"7838","2020100723-2"
"7839","2020100724-0"
"7840","2020100725-7"
"7841","2020100726-5"
"7842","2020100727-3"
"7843","2020100728-1"
"7844","2020100729-9"
"7845","2020100730-7"
"7846","2020100731-5"
"7847","2020100732-3"
"7848","2020100733-1"
"7849","2020100734-9"
"7850","2020100736-4"
"7851","2020100737-2"
"7852","2020100738-0"
"7853","2020100739-8"
"7854","2020100740-6"
"7855","2020100741-4"
"7856","2020100742-2"
"7857","2020100743-0"
"7858","2020100744-8"
"7859","2020100745-5"
"7860","2020100746-3"
"7861","2020100747-1"
"7862","2020100748-9"
"7863","2020100749-7"
"7864","2020100750-5"
"7865","2020100751-3"
"7866","2020100752-1"
"7867","2020100753-9"
"7868","2020100755-4"
"7869","2020100756-2"
"7870","2020100757-0"
"7871","2020100758-8"
"7872","2020100759-6"
"7873","2020100761-2"
"7874","2020100762-0"
"7875","2020100763-8"
"7876","2020100764-6"
"7877","2020100765-3"
"7878","2020100766-1"
"7879","2020100767-9"
"7880","2020100768-7"
"7881","2020100769-5"
"7882","2020100771-1"
"7883","2020100772-9"
"7884","2020100773-7"
"7885","2020100774-5"
"7886","2020100775-2"
"7887","2020100776-0"
"7888","2020100777-8"
"7889","2020100778-6"
"7890","2020100779-4"
"7891","2020100780-2"
"7892","2020100781-0"
"7893","2020100782-8"
"7894","2020100785-1"
"7895","2020100786-9"
"7896","2020100787-7"
"7897","2020100788-5"
"7898","2020100789-3"
"7899","2020100790-1"
"7900","2020100791-9"
"7901","2020100792-7"
"7902","2020100793-5"
"7903","2020100794-3"
"7904","2020100795-0"
"7905","2020100796-8"
"7906","2020100797-6"
"7907","2020100798-4"
"7908","2020100799-2"
"7909","2020100800-8"
"7910","2020100801-6"
"7911","2020100803-2"
"7912","2020100806-5"
"7913","2020100807-3"
"7914","2020100808-1"
"7915","2020100809-9"
"7916","2020100810-7"
"7917","2020100811-5"
"7918","2020100812-3"
"7919","2020100813-1"
"7920","2020100815-6"
"7921","2020100816-4"
"7922","2020100817-2"
"7923","2020100818-0"
"7924","2020100819-8"
"7925","2020100820-6"
"7926","2020100821-4"
"7927","2020100822-2"
"7928","2020100823-0"
"7929","2020100824-8"
"7930","2020100825-5"
"7931","2020100826-3"
"7932","2020100827-1"
"7933","2020100828-9"
"7934","2020100831-3"
"7935","2020100832-1"
"7936","2020100833-9"
"7937","2020100834-7"
"7938","2020100835-4"
"7939","2020100836-2"
"7940","2020100837-0"
"7941","2020100838-8"
"7942","2020100839-6"
"7943","2020100840-4"
"7944","2020100841-2"
"7945","2020100842-0"
"7946","2020100843-8"
"7947","2020100844-6"
"7948","2020100845-3"
"7949","2020100846-1"
"7950","2020100848-7"
"7951","2020100850-3"
"7952","2020100851-1"
"7953","2020100852-9"
"7954","2020100853-7"
"7955","2020100855-2"
"7956","2020100856-0"
"7957","2020100857-8"
"7958","2020100858-6"
"7959","2020100859-4"
"7960","2020100862-8"
"7961","2020100863-6"
"7962","2020100864-4"
"7963","2020100865-1"
"7964","2020100866-9"
"7965","2020100867-7"
"7966","2020100868-5"
"7967","2020100869-3"
"7968","2020100870-1"
"7969","2020100873-5"
"7970","2020100874-3"
"7971","2020100875-0"
"7972","2020100876-8"
"7973","2020100877-6"
"7974","2020100878-4"
"7975","2020100879-2"
"7976","2020100880-0"
"7977","2020100882-6"
"7978","2020100883-4"
"7979","2020100885-9"
"7980","2020100887-5"
"7981","2020100888-3"
"7982","2020100889-1"
"7983","2020100890-9"
"7984","2020100891-7"
"7985","2020100892-5"
"7986","2020100893-3"
"7987","2020100894-1"
"7988","2020100896-6"
"7989","2020100897-4"
"7990","2020100898-2"
"7991","2020100899-0"
"7992","2020100900-6"
"7993","2020100901-4"
"7994","2020100902-2"
"7995","2020100905-5"
"7996","2020100906-3"
"7997","2020100907-1"
"7998","2020100908-9"
"7999","2020100909-7"
"8000","2020100910-5"
"8001","2020100911-3"
"8002","2020100912-1"
"8003","2020100913-9"
"8004","2020100914-7"
"8005","2020100915-4"
"8006","2020100916-2"
"8007","2020100917-0"
"8008","2020100918-8"
"8009","2020100919-6"
"8010","2020100920-4"
"8011","2020100921-2"
"8012","2020100922-0"
"8013","2020100923-8"
"8014","2020100924-6"
"8015","2020100925-3"
"8016","2020100926-1"
"8017","2020100927-9"
"8018","2020100928-7"
"8019","2020100929-5"
"8020","2020100930-3"
"8021","2020100934-5"
"8022","2020100935-2"
"8023","2020100936-0"
"8024","2020100937-8"
"8025","2020100938-6"
"8026","2020100939-4"
"8027","2020100941-0"
"8028","2020100942-8"
"8029","2020100944-4"
"8030","2020100945-1"
"8031","2020100946-9"
"8032","2020100947-7"
"8033","2020100948-5"
"8034","2020100949-3"
"8035","2020100950-1"
"8036","2020100951-9"
"8037","2020100952-7"
"8038","2020100953-5"
"8039","2020100954-3"
"8040","2020100955-0"
"8041","2020100956-8"
"8042","2020100957-6"
"8043","2020100959-2"
"8044","2020100960-0"
"8045","2020100961-8"
"8046","2020100962-6"
"8047","2020100963-4"
"8048","2020100964-2"
"8049","2020100965-9"
"8050","2020100966-7"
"8051","2020100967-5"
"8052","2020100968-3"
"8053","2020100970-9"
"8054","2020100972-5"
"8055","2020100974-1"
"8056","2020100975-8"
"8057","2020100976-6"
"8058","2020100977-4"
"8059","2020100978-2"
"8060","2020100979-0"
"8061","2020100980-8"
"8062","2020100981-6"
"8063","2020100982-4"
"8064","2020100983-2"
"8065","2020100984-0"
"8066","2020100985-7"
"8067","2020100986-5"
"8068","2020100987-3"
"8069","2020100988-1"
"8070","2020100989-9"
"8071","2020100990-7"
"8072","2020100991-5"
"8073","2020100992-3"
"8074","2020100993-1"
"8075","2020100994-9"
"8076","2020100995-6"
"8077","2020100996-4"
"8078","2020100997-2"
"8079","2020100998-0"
"8080","2020100999-8"
"8081","2020101000-4"
"8082","2020101001-2"
"8083","2020101002-0"
"8084","2020101003-8"
"8085","2020101004-6"
"8086","2020101005-3"
"8087","2020101006-1"
"8088","2020101008-7"
"8089","2020101009-5"
"8090","2020101010-3"
"8091","2020101011-1"
"8092","2020101012-9"
"8093","2020101013-7"
"8094","2020101014-5"
"8095","2020101015-2"
"8096","2020101016-0"
"8097","2020101018-6"
"8098","2020101019-4"
"8099","2020101020-2"
"8100","2020101021-0"
"8101","2020101022-8"
"8102","2020101023-6"
"8103","2020101024-4"
"8104","2020101025-1"
"8105","2020101026-9"
"8106","2020101027-7"
"8107","2020101028-5"
"8108","2020101029-3"
"8109","2020101030-1"
"8110","2020101032-7"
"8111","2020101033-5"
"8112","2020101035-0"
"8113","2020101037-6"
"8114","2020101039-2"
"8115","2020101041-8"
"8116","2020101042-6"
"8117","2020101043-4"
"8118","2020101044-2"
"8119","2020101045-9"
"8120","2020101046-7"
"8121","2020101047-5"
"8122","2020101049-1"
"8123","2020101050-9"
"8124","2020101051-7"
"8125","2020101052-5"
"8126","2020101054-1"
"8127","2020101055-8"
"8128","2020101056-6"
"8129","2020101057-4"
"8130","2020101058-2"
"8131","2020101059-0"
"8132","2020101061-6"
"8133","2020101062-4"
"8134","2020101063-2"
"8135","2020101064-0"
"8136","2020101065-7"
"8137","2020101066-5"
"8138","2020101067-3"
"8139","2020101068-1"
"8140","2020101070-7"
"8141","2020101072-3"
"8142","2020101073-1"
"8143","2020101074-9"
"8144","2020101075-6"
"8145","2020101076-4"
"8146","2020101078-0"
"8147","2020101079-8"
"8148","2020101080-6"
"8149","2020101082-2"
"8150","2020101083-0"
"8151","2020101084-8"
"8152","2020101085-5"
"8153","2020101086-3"
"8154","2020101088-9"
"8155","2020101089-7"
"8156","2020101090-5"
"8157","2020101091-3"
"8158","2020101092-1"
"8159","2020101094-7"
"8160","2020101096-2"
"8161","2020101097-0"
"8162","2020101099-6"
"8163","2020101100-2"
"8164","2020101101-0"
"8165","2020101102-8"
"8166","2020101103-6"
"8167","2020101104-4"
"8168","2020101106-9"
"8169","2020101107-7"
"8170","2020101108-5"
"8171","2020101109-3"
"8172","2020101110-1"
"8173","2020101111-9"
"8174","2020101112-7"
"8175","2020101113-5"
"8176","2020101114-3"
"8177","2020101115-0"
"8178","2020101116-8"
"8179","2020101117-6"
"8180","2020101118-4"
"8181","2020101119-2"
"8182","2020101120-0"
"8183","2020101121-8"
"8184","2020101122-6"
"8185","2020101123-4"
"8186","2020101124-2"
"8187","2020101125-9"
"8188","2020101126-7"
"8189","2020101128-3"
"8190","2020101129-1"
"8191","2020101130-9"
"8192","2020101131-7"
"8193","2020101132-5"
"8194","2020101133-3"
"8195","2020101134-1"
"8196","2020101135-8"
"8197","2020101136-6"
"8198","2020101137-4"
"8199","2020101138-2"
"8200","2020101139-0"
"8201","2020101140-8"
"8202","2020101141-6"
"8203","2020101142-4"
"8204","2020101143-2"
"8205","2020101144-0"
"8206","2020101145-7"
"8207","2020101146-5"
"8208","2020101147-3"
"8209","2020101149-9"
"8210","2020101150-7"
"8211","2020101152-3"
"8212","2020101153-1"
"8213","2020101154-9"
"8214","2020101155-6"
"8215","2020101156-4"
"8216","2020101157-2"
"8217","2020101158-0"
"8218","2020101159-8"
"8219","2020101160-6"
"8220","2020101161-4"
"8221","2020101163-0"
"8222","2020101164-8"
"8223","2020101165-5"
"8224","2020101166-3"
"8225","2020101167-1"
"8226","2020101168-9"
"8227","2020101169-7"
"8228","2020101170-5"
"8229","2020101171-3"
"8230","2020101172-1"
"8231","2020101173-9"
"8232","2020101174-7"
"8233","2020101175-4"
"8234","2020101176-2"
"8235","2020101177-0"
"8236","2020101178-8"
"8237","2020101179-6"
"8238","2020101181-2"
"8239","2020101182-0"
"8240","2020101183-8"
"8241","2020101184-6"
"8242","2020101185-3"
"8243","2020101186-1"
"8244","2020101187-9"
"8245","2020101190-3"
"8246","2020101191-1"
"8247","2020101192-9"
"8248","2020101193-7"
"8249","2020101194-5"
"8250","2020101196-0"
"8251","2020101197-8"
"8252","2020101198-6"
"8253","2020101199-4"
"8254","2020101200-0"
"8255","2020101201-8"
"8256","2020101202-6"
"8257","2020101203-4"
"8258","2020101204-2"
"8259","2020101205-9"
"8260","2020101206-7"
"8261","2020101207-5"
"8262","2020101208-3"
"8263","2020101209-1"
"8264","2020101210-9"
"8265","2020101211-7"
"8266","2020101212-5"
"8267","2020101213-3"
"8268","2020101215-8"
"8269","2020101216-6"
"8270","2020101217-4"
"8271","2020101218-2"
"8272","2020101219-0"
"8273","2020101220-8"
"8274","2020101221-6"
"8275","2020101222-4"
"8276","2020101223-2"
"8277","2020101224-0"
"8278","2020101225-7"
"8279","2020101226-5"
"8280","2020101227-3"
"8281","2020101228-1"
"8282","2020101229-9"
"8283","2020101230-7"
"8284","2020101231-5"
"8285","2020101232-3"
"8286","2020101233-1"
"8287","2020101234-9"
"8288","2020101235-6"
"8289","2020101236-4"
"8290","2020101238-0"
"8291","2020101239-8"
"8292","2020101240-6"
"8293","2020101241-4"
"8294","2020101242-2"
"8295","2020101243-0"
"8296","2020101244-8"
"8297","2020101245-5"
"8298","2020101246-3"
"8299","2020101247-1"
"8300","2020101248-9"
"8301","2020101249-7"
"8302","2020101250-5"
"8303","2020101251-3"
"8304","2020101252-1"
"8305","2020101253-9"
"8306","2020101254-7"
"8307","2020101255-4"
"8308","2020101256-2"
"8309","2020101257-0"
"8310","2020101258-8"
"8311","2020101259-6"
"8312","2020101260-4"
"8313","2020101261-2"
"8314","2020101262-0"
"8315","2020101263-8"
"8316","2020101264-6"
"8317","2020101265-3"
"8318","2020101266-1"
"8319","2020101267-9"
"8320","2020101268-7"
"8321","2020101269-5"
"8322","2020101270-3"
"8323","2020101271-1"
"8324","2020101272-9"
"8325","2020101273-7"
"8326","2020101274-5"
"8327","2020101275-2"
"8328","2020101276-0"
"8329","2020101277-8"
"8330","2020101278-6"
"8331","2020101279-4"
"8332","2020101280-2"
"8333","2020101281-0"
"8334","2020101282-8"
"8335","2020101283-6"
"8336","2020101284-4"
"8337","2020101285-1"
"8338","2020101286-9"
"8339","2020101287-7"
"8340","2020101288-5"
"8341","2020101289-3"
"8342","2020101290-1"
"8343","2020101291-9"
"8344","2020101292-7"
"8345","2020101294-3"
"8346","2020101295-0"
"8347","2020101296-8"
"8348","2020101297-6"
"8349","2020101298-4"
"8350","2020101299-2"
"8351","2020101300-8"
"8352","2020101301-6"
"8353","2020101302-4"
"8354","2020101303-2"
"8355","2020101304-0"
"8356","2020101305-7"
"8357","2020101306-5"
"8358","2020101307-3"
"8359","2020101308-1"
"8360","2020101309-9"
"8361","2020101310-7"
"8362","2020101311-5"
"8363","2020101312-3"
"8364","2020101313-1"
"8365","2020101314-9"
"8366","2020101316-4"
"8367","2020101317-2"
"8368","2020101318-0"
